query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate,ret_top1_lang
1002387,zh,华盛顿堡战役在哪里,"[""7754487|en"", ""7754487|es"", ""7754487|zh""]","[""7754487|zh"", ""7754487|es"", ""7754487|en"", ""7266516|zh"", ""7263043|zh"", ""7263043|es"", ""7263043|en"", ""3999090|zh"", ""7958213|zh"", ""7245072|en""]",,zh
1002393,zh,美国和墨西哥之间的战争是什么时候,"[""3429513|en"", ""3429513|es"", ""3429513|zh""]","[""3429513|zh"", ""4500378|zh"", ""3429513|es"", ""3429513|en"", ""960180|zh"", ""4500378|es"", ""4500378|en"", ""7593959|es"", ""7927019|es"", ""7288712|en""]",,zh
1002402,zh,嘿裘德这首歌是什么时候发行的，是什么乐队的,"[""7260338|en"", ""7260338|es"", ""7260338|zh"", ""7260342|en"", ""7260342|es"", ""7260342|zh""]","[""7260342|zh"", ""7260338|zh"", ""7260342|es"", ""7260338|es"", ""7260342|en"", ""7260338|en"", ""7281202|zh"", ""7860348|zh"", ""7281202|es"", ""7432475|zh""]",,zh
1002436,zh,沙赞电影什么时候上映？dfqewfwefwefwefwefwefwwefwefwefwefwefwefwefwefwefwefef,"[""7260301|en"", ""7260301|es"", ""7260301|zh""]","[""7260301|zh"", ""7260301|es"", ""7260301|en"", ""7260903|zh"", ""7260903|es"", ""7255418|zh"", ""7260903|en"", ""7161120|zh"", ""7219200|zh"", ""7255418|en""]",,zh
1002437,zh,贾尔斯·科里在哪里出生,"[""7799663|en"", ""7799663|es"", ""7799663|zh""]","[""7799663|zh"", ""7799663|es"", ""7799663|en"", ""7902061|zh"", ""7830473|zh"", ""7242742|zh"", ""7247907|zh"", ""7642166|zh"", ""3988586|zh"", ""7631639|zh""]",,zh
1002495,zh,定义万古霉素,"[""7260093|en"", ""7260093|es"", ""7260093|zh""]","[""7260093|zh"", ""7596756|zh"", ""7596756|en"", ""7596756|es"", ""7957303|zh"", ""7665522|zh"", ""7603660|zh"", ""7260093|en"", ""7260093|es"", ""7639428|en""]",,zh
1002506,zh,耶和华见证人是什么时候成立的,"[""7260033|en"", ""7260033|es"", ""7260033|zh""]","[""7260033|zh"", ""7260033|en"", ""7260033|es"", ""7866588|zh"", ""7810538|zh"", ""8003241|zh"", ""7099995|zh"", ""7287590|zh"", ""7292992|zh"", ""7287590|en""]",,zh
1002517,zh,半分硬币什么时候停产,"[""7259987|en"", ""7259987|es"", ""7259987|zh""]","[""7259987|zh"", ""7259987|en"", ""7700562|zh"", ""7700562|en"", ""7874763|zh"", ""7700562|es"", ""7260682|en"", ""7259987|es"", ""7260682|es"", ""7260682|zh""]",,zh
1002543,zh,第一次正式的曲棍球比赛是什么时候,"[""7259931|en"", ""7259931|es"", ""7259931|zh""]","[""7259931|zh"", ""7259931|es"", ""7259931|en"", ""7225980|zh"", ""7355643|zh"", ""7501948|zh"", ""7424319|zh"", ""7259912|zh"", ""7847273|zh"", ""3042850|zh""]",,zh
1002545,zh,第一款FIFA游戏是什么时候发布的,"[""7259912|en"", ""7259912|es"", ""7259912|zh""]","[""7259912|es"", ""7259912|en"", ""7259912|zh"", ""7803318|zh"", ""7197845|es"", ""7803318|en"", ""7197845|en"", ""7803318|es"", ""7910448|zh"", ""7259931|es""]",,es
1002554,zh,定义未切割？,"[""7259880|en"", ""7259880|es"", ""7259880|zh""]","[""7259880|zh"", ""7259880|es"", ""7259880|en"", ""7217383|en"", ""7162223|es"", ""7270310|zh"", ""7567137|zh"", ""7217383|es"", ""7217383|zh"", ""7080062|zh""]",,zh
1002568,zh,第一个档案是什么时候,"[""7259868|en"", ""7259868|es"", ""7259868|zh""]","[""7259868|zh"", ""7259868|en"", ""7259868|es"", ""7122735|zh"", ""7832357|es"", ""815013|zh"", ""7787203|zh"", ""7673098|zh"", ""815013|es"", ""7832357|en""]",,zh
1002605,zh,纽约里昂的法院是什么时候建造的,"[""7259749|en"", ""7259749|es"", ""7259749|zh""]","[""7259749|zh"", ""7259749|es"", ""7259749|en"", ""7702111|zh"", ""7702111|es"", ""7947373|zh"", ""7370532|en"", ""7117100|zh"", ""5947499|en"", ""7269399|en""]",,zh
1002606,zh,综合综合预算调节法（眼镜蛇）是什么时候制定的,"[""7259727|en"", ""7259727|es"", ""7259727|zh""]","[""7761411|zh"", ""7761411|en"", ""7286081|es"", ""7948375|zh"", ""7286081|zh"", ""7761411|es"", ""7259727|zh"", ""7259727|en"", ""702694|zh"", ""7948375|es""]",,zh
1002632,zh,简奥斯汀葬在哪里,"[""7794313|en"", ""7794313|es"", ""7794313|zh""]","[""7794313|zh"", ""7923213|zh"", ""7923214|zh"", ""7298537|zh"", ""7257320|zh"", ""7794313|es"", ""7293855|zh"", ""7424454|zh"", ""7923214|es"", ""7616310|zh""]",,zh
1002636,zh,我是马拉拉这本书什么时候出版的,"[""7259638|en"", ""7259638|es"", ""7259638|zh""]","[""7259638|zh"", ""7259638|en"", ""7259638|es"", ""7262932|zh"", ""7149785|en"", ""7783064|zh"", ""2244955|zh"", ""7260450|en"", ""7150256|zh"", ""7946270|zh""]",,zh
1002644,zh,阿拉斯加州博览会是什么时候成立的,"[""7259598|en"", ""7259598|es"", ""7259598|zh""]","[""7259598|zh"", ""7259598|en"", ""7259598|es"", ""2791126|zh"", ""2600355|zh"", ""7546064|zh"", ""7644583|zh"", ""7216727|zh"", ""2791126|es"", ""2791126|en""]",,zh
1002645,zh,定义调整,"[""7259583|en"", ""7259583|es"", ""7259583|zh""]","[""7259583|zh"", ""7259583|es"", ""7085374|zh"", ""2943832|es"", ""7259583|en"", ""905234|zh"", ""4077088|zh"", ""7680379|es"", ""7680379|en"", ""7417368|es""]",,zh
1002648,zh,玛瑙通桥是什么时候建造的？,"[""7259556|en"", ""7259556|es"", ""7259556|zh""]","[""7259556|zh"", ""7665930|zh"", ""7196722|en"", ""7196722|es"", ""7665930|es"", ""7665930|en"", ""7196722|zh"", ""7776424|zh"", ""7259556|es"", ""7939551|zh""]",,zh
1002650,zh,女演员乔伊斯·德威特是什么时候出生的,"[""7259526|en"", ""7259526|es"", ""7259526|zh""]","[""7259526|zh"", ""7259526|es"", ""7259526|en"", ""7172434|zh"", ""7490735|es"", ""7946480|zh"", ""7490735|zh"", ""7946480|es"", ""7490735|en"", ""7767103|es""]",,zh
1002653,zh,特斯拉是什么时候成立的,"[""7259495|en"", ""7259495|es"", ""7259495|zh""]","[""7259495|zh"", ""7259495|en"", ""7259495|es"", ""7858147|es"", ""7841970|zh"", ""7858147|zh"", ""7841970|es"", ""7858147|en"", ""7821669|zh"", ""7493329|zh""]",,zh
1002700,zh,定义 ttp,"[""7085279|en"", ""7085279|es"", ""7085279|zh""]","[""7085279|zh"", ""7794153|en"", ""7085279|en"", ""7794153|zh"", ""7794153|es"", ""7344172|zh"", ""7143361|zh"", ""7084917|zh"", ""7344172|en"", ""7085279|es""]",,zh
1002710,zh,定义trochaic,"[""7259359|en"", ""7259359|es"", ""7259359|zh""]","[""7259359|zh"", ""576104|zh"", ""7162574|en"", ""7259359|en"", ""7709800|es"", ""7162574|es"", ""7709802|es"", ""7685062|en"", ""7241512|zh"", ""7685062|es""]",,zh
1002713,zh,ruby bridges 是什么时候出生的,"[""7259336|en"", ""7259336|es"", ""7259336|zh""]","[""7259336|zh"", ""7259336|es"", ""7259336|en"", ""7612172|zh"", ""3988586|zh"", ""7664604|en"", ""7610327|zh"", ""7664604|es"", ""7285987|en"", ""4356352|zh""]",,zh
100272,zh,成本会计准则委员会条例,"[""7387270|en"", ""7387270|es"", ""7387270|zh""]","[""7387270|zh"", ""7387270|en"", ""7387270|es"", ""7550353|zh"", ""7566633|zh"", ""7305242|zh"", ""7305242|es"", ""7641820|zh"", ""7550353|en"", ""7538782|es""]",,zh
1002736,zh,定义转译,"[""7259271|en"", ""7259271|es"", ""7259271|zh""]","[""7259271|zh"", ""7323888|zh"", ""7323888|es"", ""7946629|zh"", ""7323888|en"", ""7242846|zh"", ""7944739|es"", ""7982007|zh"", ""7668850|es"", ""7676295|zh""]",,zh
