query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate,ret_top1_lang
1000528,en,define: gluteal,"[""7263134|en"", ""7263134|es"", ""7263134|zh""]","[""7263134|en"", ""7263134|es"", ""7263134|zh"", ""7372542|en"", ""7628671|en"", ""7168692|zh"", ""7414613|es"", ""4969080|en"", ""7414613|en"", ""7958302|zh""]",,en
1000555,en,where did the battle of lex,"[""7263043|en"", ""7263043|es"", ""7263043|zh""]","[""7263043|en"", ""7263043|es"", ""7263043|zh"", ""7934636|en"", ""7638313|en"", ""7958213|zh"", ""7958213|en"", ""7958213|es"", ""7934636|es"", ""7934636|zh""]",,en
1000564,en,define: farfetch,"[""7262976|en"", ""7262976|es"", ""7262976|zh""]","[""7262976|zh"", ""7262976|es"", ""7262976|en"", ""7240406|en"", ""7240406|es"", ""7261129|zh"", ""7495369|zh"", ""7633533|es"", ""7137090|es"", ""7176091|zh""]",,zh
1000568,en,where did malala give her nobel prize speech,"[""7262932|en"", ""7262932|es"", ""7262932|zh""]","[""7262932|en"", ""7262932|zh"", ""7262932|es"", ""7272917|en"", ""7272917|es"", ""7259638|en"", ""7272917|zh"", ""7209597|en"", ""7259638|zh"", ""7259638|es""]",,en
1000585,en,where did jaws take place,"[""7262837|en"", ""7262837|es"", ""7262837|zh""]","[""7262837|en"", ""7262837|es"", ""7262837|zh"", ""7411898|zh"", ""7947017|zh"", ""7411898|en"", ""7411898|es"", ""7486148|es"", ""7114851|en"", ""7253581|zh""]",,en
1000670,en,where did chris hogan get his undergrad degree,"[""7262650|en"", ""7262650|es"", ""7262650|zh""]","[""7262650|en"", ""7262650|zh"", ""7262650|es"", ""7849528|en"", ""7262575|en"", ""7262575|zh"", ""7843061|en"", ""7262575|es"", ""7174927|zh"", ""7849528|es""]",,en
1000671,en,where is your pancreas located in the body,"[""7949238|en"", ""7949238|es"", ""7949238|zh""]","[""7949238|en"", ""7949238|es"", ""7949238|zh"", ""3529255|zh"", ""480701|zh"", ""7188728|zh"", ""7245866|zh"", ""480701|es"", ""3326733|en"", ""3529255|es""]",,en
1000678,en,where did captain james cook explore?,"[""7262611|en"", ""7262611|es"", ""7262611|zh""]","[""7262611|es"", ""7262611|en"", ""7262611|zh"", ""4366510|en"", ""3769822|zh"", ""3769822|en"", ""4366510|es"", ""3769822|es"", ""4366510|zh"", ""7907487|zh""]",,es
1000679,en,define: deadeye,"[""7262592|en"", ""7262592|es"", ""7262592|zh""]","[""7262592|en"", ""7262592|es"", ""7262592|zh"", ""7213442|zh"", ""7245910|en"", ""7901803|es"", ""7776069|zh"", ""7619420|es"", ""7518802|en"", ""7630225|en""]",,en
1000681,en,where did barack obama get his education,"[""7262574|en"", ""7262574|es"", ""7262574|zh"", ""7262575|en"", ""7262575|es"", ""7262575|zh""]","[""7262575|en"", ""7262575|es"", ""7262575|zh"", ""7262574|zh"", ""7262574|en"", ""7262574|es"", ""7843061|en"", ""7843061|es"", ""7247907|en"", ""7247907|es""]",,en
1000697,en,where can you watch spacex launch,"[""7262540|en"", ""7262540|es"", ""7262540|zh""]","[""7262540|en"", ""7262540|zh"", ""7262540|es"", ""7239131|zh"", ""7293950|en"", ""7803067|zh"", ""7249235|en"", ""7260852|zh"", ""7930822|zh"", ""7249235|zh""]",,en
1000709,en,where can you get a soil sample from a farm pond tested for alkalinity at,"[""7262522|en"", ""7262522|es"", ""7262522|zh""]","[""7262522|en"", ""7262522|zh"", ""7262522|es"", ""7620582|en"", ""7924615|en"", ""7800288|es"", ""7509942|en"", ""7495509|zh"", ""7535614|es"", ""7924615|zh""]",,en
1000715,en,where can you find cocoa,"[""7262482|en"", ""7262482|es"", ""7262482|zh""]","[""7262482|en"", ""7262482|zh"", ""7262482|es"", ""7089128|zh"", ""7089128|en"", ""7124633|en"", ""7124633|zh"", ""7670967|en"", ""7670967|es"", ""7670967|zh""]",,en
1000718,en,define: courtly love,"[""7262478|en"", ""7262478|es"", ""7262478|zh""]","[""7262478|en"", ""7262478|es"", ""7262478|zh"", ""7154168|en"", ""7154168|es"", ""7313355|en"", ""8004632|zh"", ""7171962|en"", ""7171962|es"", ""7077548|en""]",,en
1000849,en,where leonardo was born,"[""7782982|en"", ""7782982|es"", ""7782982|zh""]","[""7782982|en"", ""7782982|es"", ""7782982|zh"", ""1091351|en"", ""7967448|en"", ""7274701|zh"", ""7272020|zh"", ""7967448|zh"", ""1091351|es"", ""7274701|en""]",,en
1000875,en,define: confidential,"[""7262309|en"", ""7262309|es"", ""7262309|zh""]","[""7262309|en"", ""7262309|es"", ""7262309|zh"", ""7687342|es"", ""7687342|zh"", ""7695210|zh"", ""7199358|en"", ""7883028|es"", ""7687342|en"", ""7199358|zh""]",,en
1000961,en,where or what is key banks,"[""7772721|en"", ""7772721|es"", ""7772721|zh""]","[""7772721|zh"", ""7772721|en"", ""7772721|es"", ""7898494|zh"", ""7898494|en"", ""7898494|es"", ""7427166|es"", ""7772311|es"", ""7717985|zh"", ""7772311|en""]",,zh
1001008,en,where sciatica pain is felt,"[""7791718|en"", ""7791718|es"", ""7791718|zh"", ""7791719|en"", ""7791719|es"", ""7791719|zh""]","[""7791719|en"", ""7791718|en"", ""7791719|zh"", ""7791718|zh"", ""7791719|es"", ""7985787|en"", ""88335|en"", ""4485434|en"", ""88335|es"", ""4485441|en""]",,en
1001059,en,where are triglycerides stored for future energy needs,"[""7262137|en"", ""7262137|es"", ""7262137|zh""]","[""7262137|en"", ""7262137|es"", ""7262137|zh"", ""7907089|en"", ""7907089|es"", ""7907089|zh"", ""7781959|zh"", ""7781959|en"", ""634276|en"", ""634276|zh""]",,en
1001108,en,where the chromosomes are moving towards the poles of the cell,"[""7870036|en"", ""7870036|es"", ""7870036|zh""]","[""7870036|en"", ""7870036|es"", ""7870036|zh"", ""7134979|en"", ""7534069|en"", ""2196128|en"", ""7171168|zh"", ""7171168|en"", ""7534069|es"", ""7559587|en""]",,en
100119,en,cortana where does gouda cheese come from.,"[""7300657|en"", ""7300657|es"", ""7300657|zh""]","[""7300657|en"", ""7300657|es"", ""7300657|zh"", ""7442986|en"", ""7442986|zh"", ""7459718|en"", ""7750358|es"", ""7849522|zh"", ""7149906|zh"", ""7242802|zh""]",,en
1001329,en,where to eat expensive in london,"[""7871089|en"", ""7871089|es"", ""7871089|zh""]","[""7871089|en"", ""7871089|es"", ""7871089|zh"", ""7883957|es"", ""7750740|es"", ""7883957|zh"", ""7750740|en"", ""7396462|en"", ""7714162|zh"", ""7714162|en""]",,en
1001367,en,where to find acrylic powder,"[""7913884|en"", ""7913884|es"", ""7913884|zh""]","[""7913884|en"", ""7931445|es"", ""7931445|en"", ""7913884|zh"", ""7913884|es"", ""7070398|es"", ""7070398|en"", ""697423|en"", ""7445055|en"", ""7428189|es""]",,en
1001397,en,define: barrage,"[""7261899|en"", ""7261899|es"", ""7261899|zh""]","[""7261899|en"", ""7072767|es"", ""7614893|es"", ""7653367|es"", ""7740945|en"", ""7232537|en"", ""8001471|en"", ""7084844|zh"", ""7232537|es"", ""7072767|en""]",,en
1001438,en,where to find golden trout,"[""7886545|en"", ""7886545|es"", ""7886545|zh""]","[""7886545|en"", ""7886545|es"", ""7886545|zh"", ""7737065|en"", ""7223303|zh"", ""7223303|es"", ""7223303|en"", ""7376324|es"", ""7737065|zh"", ""7698480|en""]",,en
1001443,en,define: bailment,"[""7261869|en"", ""7261869|es"", ""7261869|zh""]","[""7261869|en"", ""7423417|en"", ""7881110|en"", ""7261869|es"", ""7168497|zh"", ""7168497|en"", ""7880999|zh"", ""7136128|en"", ""7211811|es"", ""7995401|en""]",,en
1001470,en,where to find lobelia wild,"[""7789885|en"", ""7789885|es"", ""7789885|zh""]","[""7789885|en"", ""7789885|es"", ""7523861|es"", ""7523861|en"", ""7271429|en"", ""7182333|en"", ""7657825|es"", ""7882013|es"", ""7882013|zh"", ""7945986|es""]",,en
1001483,en,where to find orcs skyrim,"[""7830872|en"", ""7830872|es"", ""7830872|zh""]","[""7830872|en"", ""7830872|es"", ""7889359|es"", ""7889359|en"", ""7707923|en"", ""7707923|zh"", ""7707923|es"", ""7830872|zh"", ""7848684|zh"", ""7889359|zh""]",,en
1001485,en,where are snapshots stored,"[""7261836|en"", ""7261836|es"", ""7261836|zh""]","[""7261836|en"", ""7261645|zh"", ""7409686|zh"", ""7261836|es"", ""7409686|en"", ""7261836|zh"", ""7409686|es"", ""7261645|es"", ""7317854|zh"", ""7301488|es""]",,en
1001553,en,where to find the night gate inn in skyrim,"[""7889359|en"", ""7889359|es"", ""7889359|zh""]","[""7889359|zh"", ""7889359|en"", ""7889359|es"", ""4616530|zh"", ""7080821|zh"", ""7830872|es"", ""7074370|en"", ""7865631|zh"", ""7830872|en"", ""7080821|es""]",,zh
1001585,en,where to find whole bay leaves,"[""7829476|en"", ""7829476|es"", ""7829476|zh""]","[""7829476|en"", ""7829476|zh"", ""7270460|en"", ""7945160|en"", ""7945160|es"", ""7270460|es"", ""7891626|zh"", ""7492209|en"", ""7263962|zh"", ""7718257|zh""]",,en
1001614,en,where are nathan's hot dogs made,"[""7261688|en"", ""7261688|es"", ""7261688|zh""]","[""7261688|en"", ""7261688|zh"", ""7261688|es"", ""7321874|en"", ""7516803|en"", ""7516803|zh"", ""7269149|zh"", ""7516803|es"", ""7280457|es"", ""8007248|es""]",,en
1001754,en,where are mdt task sequences stored,"[""7261645|en"", ""7261645|es"", ""7261645|zh""]","[""7261645|zh"", ""7261645|en"", ""7261645|es"", ""7261836|en"", ""7261836|zh"", ""7553849|es"", ""7555352|es"", ""7084917|zh"", ""1321129|zh"", ""7555352|zh""]",,zh
1001774,en,where to sign a title when you sell your car,"[""7959460|en"", ""7959460|es"", ""7959460|zh""]","[""7959460|en"", ""7959460|es"", ""7661963|en"", ""7661963|es"", ""7959460|zh"", ""7369408|es"", ""7369408|en"", ""7671936|en"", ""7671936|es"", ""7661963|zh""]",,en
1001867,en,define: allo,"[""7261535|en"", ""7261535|es"", ""7261535|zh""]","[""7016640|es"", ""7273234|en"", ""7273234|es"", ""7182356|en"", ""275155|es"", ""7261535|es"", ""7182356|zh"", ""7261535|en"", ""7182356|es"", ""275155|zh""]",,es
1001903,en,define: (cancelling),"[""7261459|en"", ""7261459|es"", ""7261459|zh""]","[""7261459|en"", ""7261459|es"", ""7261459|zh"", ""6166672|zh"", ""5283593|es"", ""7346319|zh"", ""5283593|zh"", ""7254843|es"", ""6166672|es"", ""8006164|es""]",,en
1001904,en,where are duke energy power plants located,"[""7261449|en"", ""7261449|es"", ""7261449|zh""]","[""7261449|en"", ""7261449|zh"", ""7261449|es"", ""7524541|zh"", ""7089181|es"", ""7087940|en"", ""7524544|zh"", ""7117874|es"", ""7087940|zh"", ""7117874|zh""]",,en
1001929,en,where are axon hillocks located,"[""4202492|en"", ""4202492|es"", ""4202492|zh""]","[""4202492|en"", ""4202492|es"", ""7799002|es"", ""7957957|en"", ""7799002|en"", ""7957957|zh"", ""7909235|zh"", ""7814683|es"", ""288288|en"", ""7814683|zh""]",,en
1001997,en,when you are a civil engineer what do you make,"[""7261245|en"", ""7261245|es"", ""7261245|zh""]","[""7261245|en"", ""7261245|es"", ""7782410|en"", ""7782410|es"", ""7261245|zh"", ""7782410|zh"", ""7161921|en"", ""7582393|en"", ""4426686|zh"", ""7314595|en""]",,en
1002022,en,define zarf,"[""7261129|en"", ""7261129|es"", ""7261129|zh""]","[""7261129|zh"", ""7261129|en"", ""7261129|es"", ""7262976|zh"", ""7262976|es"", ""7142956|en"", ""7142956|es"", ""7142956|zh"", ""7639657|es"", ""7784030|zh""]",,zh
1002140,en,when will i get my refund irs,"[""4005338|en"", ""4005338|es"", ""4005338|zh""]","[""7359458|en"", ""3860357|en"", ""4005338|en"", ""3844092|en"", ""2206887|en"", ""7901388|en"", ""3860357|es"", ""3860357|zh"", ""7901388|zh"", ""4005338|es""]",,en
1002146,en,when will gambit be released,"[""7260903|en"", ""7260903|es"", ""7260903|zh""]","[""7260903|en"", ""7260903|zh"", ""7260903|es"", ""7803318|en"", ""7803318|zh"", ""7262540|zh"", ""7262540|en"", ""7803318|es"", ""7256480|zh"", ""7262540|es""]",,en
1002148,en,when will foxconn begin manufacturing,"[""7260887|en"", ""7260887|es"", ""7260887|zh""]","[""7260887|en"", ""7260887|zh"", ""7260887|es"", ""7262540|en"", ""7255617|en"", ""7262540|es"", ""7255617|zh"", ""7262540|zh"", ""7260852|en"", ""7255617|es""]",,en
1002169,en,when will fast & furious supercharged at universal open,"[""7260852|en"", ""7260852|es"", ""7260852|zh""]","[""7260852|en"", ""7260852|es"", ""7260852|zh"", ""7289859|es"", ""7289859|zh"", ""7438194|es"", ""7289859|en"", ""7259260|zh"", ""7451284|es"", ""7438194|en""]",,en
1002184,en,when were wurlitzer butterfly pianos built,"[""7260775|en"", ""7260775|es"", ""7260775|zh""]","[""7260775|en"", ""7260775|zh"", ""7260775|es"", ""7642166|es"", ""7828241|zh"", ""7642166|zh"", ""7828241|es"", ""7880418|zh"", ""7355456|zh"", ""7924808|en""]",,en
1002190,en,where was connie mack stadium,"[""7749434|en"", ""7749434|es"", ""7749434|zh""]","[""7749434|en"", ""7749434|es"", ""7749434|zh"", ""7821862|en"", ""7821862|es"", ""7509891|zh"", ""7821862|zh"", ""7823940|zh"", ""7902581|zh"", ""7606631|es""]",,en
1002216,en,where was daniel radcliffe born,"[""7913227|en"", ""7913227|es"", ""7913227|zh""]","[""7913227|es"", ""7913227|en"", ""7913227|zh"", ""7247907|zh"", ""7247907|es"", ""7247907|en"", ""7782982|en"", ""47970|en"", ""7731333|en"", ""7782982|zh""]",,es
1002225,en,when were disneyland dollars discontinued,"[""7260682|en"", ""7260682|es"", ""7260682|zh""]","[""7260682|es"", ""7260682|en"", ""7260682|zh"", ""7768743|es"", ""7768743|en"", ""7909732|es"", ""7831044|es"", ""7768743|zh"", ""7831044|en"", ""7702270|zh""]",,es
1002325,en,when was twisted released,"[""7260471|en"", ""7260471|es"", ""7260471|zh""]","[""7260471|zh"", ""7260471|es"", ""7260471|en"", ""7126663|zh"", ""4000917|zh"", ""7432475|zh"", ""4000917|en"", ""7126663|es"", ""4000917|es"", ""7879859|zh""]",,zh
1002345,en,when was touching the house on mango street published,"[""7260450|en"", ""7260450|es"", ""7260450|zh""]","[""7260450|en"", ""7260450|es"", ""7260450|zh"", ""7081043|en"", ""7870634|zh"", ""7870634|es"", ""7528772|zh"", ""7870634|en"", ""7902311|zh"", ""7081043|es""]",,en
1002373,en,where was for your eyes only filmed?,"[""7747666|en"", ""7747666|es"", ""7747666|zh""]","[""7747666|en"", ""7747666|zh"", ""7747666|es"", ""7651740|es"", ""7651740|en"", ""7225891|zh"", ""7445896|en"", ""7761916|es"", ""7724672|zh"", ""7724670|zh""]",,en
1002387,en,where was fort washington battle,"[""7754487|en"", ""7754487|es"", ""7754487|zh""]","[""7754487|en"", ""7754487|es"", ""7754487|zh"", ""7263043|en"", ""7263043|es"", ""7263043|zh"", ""7958213|zh"", ""3999090|en"", ""7266516|en"", ""7266516|es""]",,en
1002393,en,when was the war between the united states and mexico,"[""3429513|en"", ""3429513|es"", ""3429513|zh""]","[""3429513|zh"", ""3429513|es"", ""3429513|en"", ""4500378|zh"", ""4500378|es"", ""960180|zh"", ""4500378|en"", ""7593959|es"", ""960180|en"", ""960180|es""]",,zh
1002402,en,when was the song hey jude released and by what band,"[""7260338|en"", ""7260338|es"", ""7260338|zh"", ""7260342|en"", ""7260342|es"", ""7260342|zh""]","[""7260338|en"", ""7260342|en"", ""7260338|zh"", ""7260338|es"", ""7260342|zh"", ""7260342|es"", ""7911726|zh"", ""7860348|en"", ""7253059|zh"", ""7281202|zh""]",,en
1002436,en,when was the shazam movie released?dfqewfwefwefwefwewefwefwwefwefwefwefwefwefwefwefwefwefwefef,"[""7260301|en"", ""7260301|es"", ""7260301|zh""]","[""7260301|es"", ""7260301|en"", ""7260301|zh"", ""7260903|zh"", ""7260903|es"", ""7260903|en"", ""7126663|zh"", ""7161120|zh"", ""7806021|zh"", ""7732555|es""]",,es
1002437,en,where was giles corey born,"[""7799663|en"", ""7799663|es"", ""7799663|zh""]","[""7799663|zh"", ""7799663|es"", ""7799663|en"", ""7902061|zh"", ""7778939|zh"", ""7721666|zh"", ""7542951|zh"", ""7247907|zh"", ""7728494|en"", ""5165408|zh""]",,zh
1002495,en,define vancomycin,"[""7260093|en"", ""7260093|es"", ""7260093|zh""]","[""7260093|en"", ""7260093|es"", ""7596756|en"", ""7596756|es"", ""7260093|zh"", ""7665522|en"", ""7596756|zh"", ""7556410|en"", ""7957303|en"", ""7665522|zh""]",,en
1002506,en,when was the jehovah's witnesses founded,"[""7260033|en"", ""7260033|es"", ""7260033|zh""]","[""7260033|en"", ""7260033|zh"", ""7260033|es"", ""7866588|zh"", ""7287590|en"", ""7287590|zh"", ""7866588|es"", ""7287590|es"", ""8003241|zh"", ""7096888|zh""]",,en
1002517,en,when was the half cent coin discontinued,"[""7259987|en"", ""7259987|es"", ""7259987|zh""]","[""7259987|en"", ""7259987|zh"", ""7700562|en"", ""7700562|es"", ""7700562|zh"", ""7260682|en"", ""7757115|zh"", ""7260682|es"", ""7259987|es"", ""7290835|es""]",,en
1002543,en,when was the first official hockey game played,"[""7259931|en"", ""7259931|es"", ""7259931|zh""]","[""7259931|en"", ""7259931|es"", ""7259931|zh"", ""7355643|en"", ""7907858|en"", ""3042850|en"", ""3042850|zh"", ""7424319|zh"", ""7355643|es"", ""7259912|zh""]",,en
1002545,en,when was the first fifa game released,"[""7259912|en"", ""7259912|es"", ""7259912|zh""]","[""7259912|es"", ""7259912|en"", ""7259912|zh"", ""7197845|es"", ""7803318|zh"", ""7259931|es"", ""7197845|en"", ""7837686|zh"", ""7803318|en"", ""7910448|zh""]",,es
1002554,en,define uncut?,"[""7259880|en"", ""7259880|es"", ""7259880|zh""]","[""7259880|en"", ""7259880|zh"", ""7259880|es"", ""6599963|en"", ""7401592|en"", ""7303220|zh"", ""7303220|en"", ""7217383|en"", ""7654313|en"", ""7077506|zh""]",,en
1002568,en,when was the first dossier,"[""7259868|en"", ""7259868|es"", ""7259868|zh""]","[""7259868|en"", ""7259868|zh"", ""7259868|es"", ""7073236|en"", ""7485202|es"", ""7239527|zh"", ""815013|zh"", ""145831|es"", ""7239527|es"", ""815013|en""]",,en
1002605,en,when was the courthouse in lyons ny built,"[""7259749|en"", ""7259749|es"", ""7259749|zh""]","[""7259749|en"", ""7259749|es"", ""7259749|zh"", ""7370532|en"", ""7702111|en"", ""7702111|es"", ""7702111|zh"", ""7117100|en"", ""7117100|zh"", ""7431648|en""]",,en
1002606,en,when was the consolidated omnibus budget reconciliation act (cobra) created,"[""7259727|en"", ""7259727|es"", ""7259727|zh""]","[""7259727|en"", ""7259727|zh"", ""7814471|zh"", ""7761411|en"", ""7541667|es"", ""2524721|zh"", ""7541667|en"", ""7693877|es"", ""7259727|es"", ""7761411|zh""]",,en
1002632,en,where was jane austen buried,"[""7794313|en"", ""7794313|es"", ""7794313|zh""]","[""7794313|en"", ""7794313|es"", ""7794313|zh"", ""7763592|en"", ""7257320|en"", ""7923214|en"", ""7298537|zh"", ""7457788|en"", ""7923213|en"", ""7298537|en""]",,en
1002636,en,when was the book i am malala published,"[""7259638|en"", ""7259638|es"", ""7259638|zh""]","[""7259638|en"", ""7259638|zh"", ""7259638|es"", ""7262932|en"", ""7262932|zh"", ""7149785|en"", ""7906494|zh"", ""7764636|zh"", ""7764636|en"", ""7906494|es""]",,en
1002644,en,when was the alaska state fair incorporated,"[""7259598|en"", ""7259598|es"", ""7259598|zh""]","[""7259598|en"", ""7259598|zh"", ""7259598|es"", ""2791126|en"", ""2791126|es"", ""7278190|en"", ""7644583|es"", ""7644583|en"", ""7860975|en"", ""7493329|zh""]",,en
1002645,en,define tweaks,"[""7259583|en"", ""7259583|es"", ""7259583|zh""]","[""7259583|en"", ""7259583|es"", ""7630225|en"", ""7630225|zh"", ""7690222|en"", ""7476221|es"", ""7266872|en"", ""7257216|zh"", ""7416894|zh"", ""7800529|zh""]",,en
1002648,en,when was the agate pass bridge built?,"[""7259556|en"", ""7259556|es"", ""7259556|zh""]","[""7259556|es"", ""7259556|en"", ""7665930|zh"", ""7665930|en"", ""7665930|es"", ""7939551|zh"", ""7196722|es"", ""7196722|en"", ""7196722|zh"", ""7939551|es""]",,es
1002650,en,when was the actress joyce dewitt born,"[""7259526|en"", ""7259526|es"", ""7259526|zh""]","[""7259526|es"", ""7259526|en"", ""7259526|zh"", ""7172434|en"", ""7172434|zh"", ""7946480|es"", ""7172434|es"", ""7490735|es"", ""7805080|zh"", ""7946480|zh""]",,es
1002653,en,when was tesla incorporated,"[""7259495|en"", ""7259495|es"", ""7259495|zh""]","[""7259495|zh"", ""7259495|en"", ""7259495|es"", ""7524544|es"", ""7524544|zh"", ""7493329|zh"", ""7493329|es"", ""7930555|es"", ""7524544|en"", ""7493328|es""]",,zh
1002700,en,define ttp,"[""7085279|en"", ""7085279|es"", ""7085279|zh""]","[""7794153|en"", ""7085279|zh"", ""7085279|en"", ""7794153|zh"", ""7794153|es"", ""7344172|zh"", ""7143361|zh"", ""7085279|es"", ""7550961|en"", ""7084917|zh""]",,en
1002710,en,define trochaic,"[""7259359|en"", ""7259359|es"", ""7259359|zh""]","[""7259359|en"", ""7259359|zh"", ""7685062|en"", ""7573736|en"", ""576104|zh"", ""7685062|es"", ""7631642|en"", ""7259359|es"", ""7254292|zh"", ""7573736|es""]",,en
1002713,en,when was ruby bridges born at,"[""7259336|en"", ""7259336|es"", ""7259336|zh""]","[""7259336|zh"", ""7259336|en"", ""7259336|es"", ""7612172|zh"", ""7664604|en"", ""3988586|zh"", ""7780438|en"", ""7285987|en"", ""7664604|es"", ""7610327|zh""]",,zh
100272,en,cost accounting standards board regulations,"[""7387270|en"", ""7387270|es"", ""7387270|zh""]","[""7387270|en"", ""7387270|es"", ""7387270|zh"", ""7641820|es"", ""7281532|zh"", ""7566633|zh"", ""7641820|zh"", ""7281532|es"", ""7641820|en"", ""7281532|en""]",,en
1002736,en,define transpile,"[""7259271|en"", ""7259271|es"", ""7259271|zh""]","[""7668850|en"", ""7259271|es"", ""7259271|en"", ""7668850|es"", ""7259271|zh"", ""7258880|es"", ""804081|en"", ""7259064|es"", ""7258880|zh"", ""7359127|en""]",,en
1002737,en,when was power rangers released in europe,"[""7259260|en"", ""7259260|es"", ""7259260|zh""]","[""7259260|es"", ""7259260|en"", ""7259260|zh"", ""7252019|es"", ""7252019|zh"", ""7738551|zh"", ""7161120|zh"", ""7252019|en"", ""4645655|zh"", ""7270499|es""]",,es
1002750,en,where was julius caesar killed in rome,"[""943349|en"", ""943349|es"", ""943349|zh""]","[""943349|en"", ""943349|es"", ""943349|zh"", ""7852844|en"", ""7852844|zh"", ""7852844|es"", ""2549457|en"", ""7256507|en"", ""7923214|en"", ""2549457|es""]",,en
1002761,en,when was pericles funeral oration written,"[""7259222|en"", ""7259222|es"", ""7259222|zh""]","[""7259222|en"", ""7259222|es"", ""7259222|zh"", ""7939513|es"", ""7923213|zh"", ""7129627|en"", ""7923214|zh"", ""7289601|zh"", ""7923214|es"", ""7298537|zh""]",,en
1002842,en,when was mister rogers neighborhood first aired?,"[""7259101|en"", ""7259101|es"", ""7259101|zh""]","[""7259101|en"", ""7259101|es"", ""7259101|zh"", ""4645655|zh"", ""7758195|es"", ""201838|en"", ""7252019|es"", ""201838|zh"", ""7252019|zh"", ""7758195|en""]",,en
